Figure 6.1:
Batch size : 20
(39, 46.6365)
(40, 48.0863)
(41, 47.9981)
(42, 46.4569)
(43, 48.2371)
(44, 48.1991)
(45, 50.2009)
(46, 49.5732)
(47, 49.6959)
(48, 50.0505)
(49, 49.9235)
(50, 50.0798)


Table 6.5:
Number of bins: 10000

Two-Choice:
20 : 36.5
50 : 70.15
80 : 102.8
(1+beta) with beta = 0.7 sqrt( (n/b) log n ):
20 : 26.45
50 : 38.5
80 : 47.15
Quantile mixed with One-Choice with eta = sqrt( (n/b) log n ):
20 : 29.5
50 : 44.8
80 : 55.65
One-Choice with m = b balls:
20 : 19.35
50 : 28.6
80 : 37.1
Number of bins: 100000

Two-Choice:
20 : 40.2
50 : 76.3
80 : 110.05
(1+beta) with beta = 0.7 sqrt( (n/b) log n ):
20 : 30.8
50 : 45.45
80 : 52.85
Quantile mixed with One-Choice with eta = sqrt( (n/b) log n ):
20 : 34.5
50 : 50.15
80 : 63.35
One-Choice with m = b balls:
20 : 22
50 : 33.2
80 : 42.25
